2358,Earlean,Melgar,Female,United States,27,16/08/2016,2456
3247,Felisa,Cail,Female,United States,28,16/08/2016,6525
4455,Nereida,Magwood,Female,United States,58,16/08/2016,2468
1838,Sau,Pfau,Female,United States,25,21/05/2015,9536
458,Earlean,Melgar,Female,United States,27,16/08/2016,2456
2536,Nena,Hacker,Female,United States,29,15/10/2017,8563
2257,Etta,Hurn,Female,Great Britain,56,15/10/2017,3598
2669,Loreta,Curren,Female,France,26,21/05/2015,9654
3850,Rasheeda,Alkire,Female,United States,29,16/08/2016,6125
2317,Shavon,Benito,Female,France,39,15/10/2017,3579
1436,Nena,Hacker,Female,United States,29,15/10/2017,8563
3008,Earlean,Melgar,Female,United States,27,16/08/2016,2456
3804,Kathleen,Hanner,Female,United States,25,15/10/2017,3549
3047,Felisa,Cail,Female,United States,28,16/08/2016,6525
3245,Weston,Martina,Male,United States,26,21/05/2015,6540
74,Libbie,Dalby,Female,France,42,21/05/2015,5489
2586,Nena,Hacker,Female,United States,29,15/10/2017,8563
1649,Jeromy,Danz,Male,United States,39,15/10/2017,3265
3551,Dulce,Abril,Female,United States,32,15/10/2017,1562
2032,Stasia,Becker,Female,Great Britain,34,16/08/2016,7521
979,Garth,Gangi,Male,United States,41,16/08/2016,3256
4252,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
2010,Fallon,Winward,Female,Great Britain,28,16/08/2016,5486
3298,Demetria,Abbey,Female,United States,32,21/05/2015,3265
1085,Dewitt,Borger,Male,United States,36,21/05/2015,8514
4388,Sau,Pfau,Female,United States,25,21/05/2015,9536
2033,Jona,Grindle,Female,Great Britain,26,21/05/2015,6458
2721,Belinda,Partain,Female,United States,37,15/10/2017,2564
2352,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
4399,Jeromy,Danz,Male,United States,39,15/10/2017,3265
2902,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
1580,Carla,Trumbull,Female,Great Britain,28,21/05/2015,3264
4422,Holly,Eudy,Female,United States,52,16/08/2016,8561
327,Angelyn,Vong,Female,United States,29,21/05/2015,6125
1644,Willodean,Harn,Female,United States,39,16/08/2016,3567
180,Carla,Trumbull,Female,Great Britain,28,21/05/2015,3264
2958,Earlean,Melgar,Female,United States,27,16/08/2016,2456
2584,Judie,Claywell,Female,France,35,16/08/2016,7569
4612,Franklyn,Unknow,Male,France,38,15/10/2017,2579
3046,Roma,Lafollette,Female,United States,34,15/10/2017,2654
711,Arcelia,Bouska,Female,Great Britain,39,21/05/2015,1258
2156,Gaston,Brumm,Male,United States,24,21/05/2015,2554
1927,Angelyn,Vong,Female,United States,29,21/05/2015,6125
2448,Demetria,Abbey,Female,United States,32,21/05/2015,3265
4492,Dorcas,Darity,Female,United States,37,21/05/2015,8765
1928,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
548,Demetria,Abbey,Female,United States,32,21/05/2015,3265
1198,Demetria,Abbey,Female,United States,32,21/05/2015,3265
1813,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
3679,Garth,Gangi,Male,United States,41,16/08/2016,3256
279,Garth,Gangi,Male,United States,41,16/08/2016,3256
4101,Dulce,Abril,Female,United States,32,15/10/2017,1562
566,Shavonne,Pia,Female,France,24,21/05/2015,1546
3678,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
4390,Chase,Karner,Male,United States,37,15/10/2017,2154
1143,Angel,Sanor,Male,France,24,15/10/2017,3259
2804,Kathleen,Hanner,Female,United States,25,15/10/2017,3549
2983,Jona,Grindle,Female,Great Britain,26,21/05/2015,6458
3176,Marvel,Hail,Female,Great Britain,28,16/08/2016,5555
282,Stasia,Becker,Female,Great Britain,34,16/08/2016,7521
1509,Vincenza,Weiland,Female,United States,40,21/05/2015,6548
1015,Kina,Hazelton,Female,Great Britain,31,16/08/2016,3259
2533,Jona,Grindle,Female,Great Britain,26,21/05/2015,6458
2539,Shanice,Mccrystal,Female,United States,36,21/05/2015,2567
2191,Tommie,Underdahl,Male,United States,26,16/08/2016,3265
1195,Weston,Martina,Male,United States,26,21/05/2015,6540
1091,Tommie,Underdahl,Male,United States,26,16/08/2016,3265
4635,Dewitt,Borger,Male,United States,36,21/05/2015,8514
453,Philip,Gent,Male,France,36,21/05/2015,2587
2268,Lauralee,Perrine,Female,Great Britain,28,16/08/2016,6597
4440,Chase,Karner,Male,United States,37,15/10/2017,2154
4949,Jeromy,Danz,Male,United States,39,15/10/2017,3265
4913,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
3578,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
1651,Dulce,Abril,Female,United States,32,15/10/2017,1562
4123,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
3740,Chase,Karner,Male,United States,37,15/10/2017,2154
934,Judie,Claywell,Female,France,35,16/08/2016,7569
1346,Roma,Lafollette,Female,United States,34,15/10/2017,2654
3932,Stasia,Becker,Female,Great Britain,34,16/08/2016,7521
2393,Angel,Sanor,Male,France,24,15/10/2017,3259
2215,Kina,Hazelton,Female,Great Britain,31,16/08/2016,3259
1545,Weston,Martina,Male,United States,26,21/05/2015,6540
4700,Rasheeda,Alkire,Female,United States,29,16/08/2016,6125
2363,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
4521,Belinda,Partain,Female,United States,37,15/10/2017,2564
4989,Shanice,Mccrystal,Female,United States,36,21/05/2015,2567
1399,Jeromy,Danz,Male,United States,39,15/10/2017,3265
288,Sau,Pfau,Female,United States,25,21/05/2015,9536
4282,Stasia,Becker,Female,Great Britain,34,16/08/2016,7521
3121,Belinda,Partain,Female,United States,37,15/10/2017,2564
867,Shavon,Benito,Female,France,39,15/10/2017,3579
1544,Willodean,Harn,Female,United States,39,16/08/2016,3567
2910,Fallon,Winward,Female,Great Britain,28,16/08/2016,5486
2195,Weston,Martina,Male,United States,26,21/05/2015,6540
1407,Etta,Hurn,Female,Great Britain,56,15/10/2017,3598
4085,Dewitt,Borger,Male,United States,36,21/05/2015,8514
4153,Philip,Gent,Male,France,36,21/05/2015,2587
4554,Kathleen,Hanner,Female,United States,25,15/10/2017,3549
109,Vincenza,Weiland,Female,United States,40,21/05/2015,6548
2553,Philip,Gent,Male,France,36,21/05/2015,2587
574,Libbie,Dalby,Female,France,42,21/05/2015,5489
1264,Marcel,Zabriskie,Male,Great Britain,26,21/05/2015,2587
607,Etta,Hurn,Female,Great Britain,56,15/10/2017,3598
2987,Kelsie,Wachtel,Female,France,27,16/08/2016,8642
1773,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
1329,Garth,Gangi,Male,United States,41,16/08/2016,3256
4745,Weston,Martina,Male,United States,26,21/05/2015,6540
427,Angelyn,Vong,Female,United States,29,21/05/2015,6125
973,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
2787,Kelsie,Wachtel,Female,France,27,16/08/2016,8642
4104,Kathleen,Hanner,Female,United States,25,15/10/2017,3549
2597,Felisa,Cail,Female,United States,28,16/08/2016,6525
3738,Sau,Pfau,Female,United States,25,21/05/2015,9536
663,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
3571,Belinda,Partain,Female,United States,37,15/10/2017,2564
4304,Kathleen,Hanner,Female,United States,25,15/10/2017,3549
3389,Shanice,Mccrystal,Female,United States,36,21/05/2015,2567
3174,Libbie,Dalby,Female,France,42,21/05/2015,5489
4539,Shanice,Mccrystal,Female,United States,36,21/05/2015,2567
4324,Libbie,Dalby,Female,France,42,21/05/2015,5489
3056,Gaston,Brumm,Male,United States,24,21/05/2015,2554
3965,Kina,Hazelton,Female,Great Britain,31,16/08/2016,3259
2123,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
469,Loreta,Curren,Female,France,26,21/05/2015,9654
2900,Rasheeda,Alkire,Female,United States,29,16/08/2016,6125
1367,Shavon,Benito,Female,France,39,15/10/2017,3579
990,Chase,Karner,Male,United States,37,15/10/2017,2154
3919,Loreta,Curren,Female,France,26,21/05/2015,9654
413,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
2755,Nereida,Magwood,Female,United States,58,16/08/2016,2468
2845,Weston,Martina,Male,United States,26,21/05/2015,6540
367,Shavon,Benito,Female,France,39,15/10/2017,3579
3186,Nena,Hacker,Female,United States,29,15/10/2017,8563
4720,Teresa,Strawn,Female,France,46,21/05/2015,3569
4872,Holly,Eudy,Female,United States,52,16/08/2016,8561
587,Kelsie,Wachtel,Female,France,27,16/08/2016,8642
989,Shanice,Mccrystal,Female,United States,36,21/05/2015,2567
1127,Angelyn,Vong,Female,United States,29,21/05/2015,6125
4568,Lauralee,Perrine,Female,Great Britain,28,16/08/2016,6597
1248,Demetria,Abbey,Female,United States,32,21/05/2015,3265
3100,Rasheeda,Alkire,Female,United States,29,16/08/2016,6125
2094,Willodean,Harn,Female,United States,39,16/08/2016,3567
4373,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
2972,Holly,Eudy,Female,United States,52,16/08/2016,8561
976,Marvel,Hail,Female,Great Britain,28,16/08/2016,5555
396,Roma,Lafollette,Female,United States,34,15/10/2017,2654
1869,Loreta,Curren,Female,France,26,21/05/2015,9654
4098,Demetria,Abbey,Female,United States,32,21/05/2015,3265
2088,Sau,Pfau,Female,United States,25,21/05/2015,9536
3576,Marvel,Hail,Female,Great Britain,28,16/08/2016,5555
2024,Libbie,Dalby,Female,France,42,21/05/2015,5489
4660,Fallon,Winward,Female,Great Britain,28,16/08/2016,5486
3098,Demetria,Abbey,Female,United States,32,21/05/2015,3265
516,Shavonne,Pia,Female,France,24,21/05/2015,1546
4891,Tommie,Underdahl,Male,United States,26,16/08/2016,3265
2335,Dewitt,Borger,Male,United States,36,21/05/2015,8514
1219,Loreta,Curren,Female,France,26,21/05/2015,9654
829,Garth,Gangi,Male,United States,41,16/08/2016,3256
2985,Dewitt,Borger,Male,United States,36,21/05/2015,8514
4260,Fallon,Winward,Female,Great Britain,28,16/08/2016,5486
3475,Lester,Prothro,Male,France,21,15/10/2017,6574
325,Lester,Prothro,Male,France,21,15/10/2017,6574
928,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
3452,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
4034,Judie,Claywell,Female,France,35,16/08/2016,7569
1250,Rasheeda,Alkire,Female,United States,29,16/08/2016,6125
4764,Marcel,Zabriskie,Male,Great Britain,26,21/05/2015,2587
1634,Judie,Claywell,Female,France,35,16/08/2016,7569
4366,Shavonne,Pia,Female,France,24,21/05/2015,1546
4188,Sau,Pfau,Female,United States,25,21/05/2015,9536
4446,Roma,Lafollette,Female,United States,34,15/10/2017,2654
146,Roma,Lafollette,Female,United States,34,15/10/2017,2654
289,Shanice,Mccrystal,Female,United States,36,21/05/2015,2567
4358,Earlean,Melgar,Female,United States,27,16/08/2016,2456
428,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
1929,Garth,Gangi,Male,United States,41,16/08/2016,3256
78,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
1326,Marvel,Hail,Female,Great Britain,28,16/08/2016,5555
3759,Vincenza,Weiland,Female,United States,40,21/05/2015,6548
3460,Fallon,Winward,Female,Great Britain,28,16/08/2016,5486
1746,Roma,Lafollette,Female,United States,34,15/10/2017,2654
3243,Angel,Sanor,Male,France,24,15/10/2017,3259
2521,Belinda,Partain,Female,United States,37,15/10/2017,2564
4744,Willodean,Harn,Female,United States,39,16/08/2016,3567
4976,Marvel,Hail,Female,Great Britain,28,16/08/2016,5555
4571,Belinda,Partain,Female,United States,37,15/10/2017,2564
2859,Vincenza,Weiland,Female,United States,40,21/05/2015,6548
3719,Loreta,Curren,Female,France,26,21/05/2015,9654
743,Angel,Sanor,Male,France,24,15/10/2017,3259
2173,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
3457,Etta,Hurn,Female,Great Britain,56,15/10/2017,3598
4175,Lester,Prothro,Male,France,21,15/10/2017,6574
3164,Marcel,Zabriskie,Male,Great Britain,26,21/05/2015,2587
3766,Shavonne,Pia,Female,France,24,21/05/2015,1546
1069,Loreta,Curren,Female,France,26,21/05/2015,9654
4966,Shavonne,Pia,Female,France,24,21/05/2015,1546
1728,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
3363,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
1701,Dulce,Abril,Female,United States,32,15/10/2017,1562
2547,Felisa,Cail,Female,United States,28,16/08/2016,6525
835,Dewitt,Borger,Male,United States,36,21/05/2015,8514
30,Carla,Trumbull,Female,Great Britain,28,21/05/2015,3264
2792,Dorcas,Darity,Female,United States,37,21/05/2015,8765
2912,Franklyn,Unknow,Male,France,38,15/10/2017,2579
2778,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
4756,Gaston,Brumm,Male,United States,24,21/05/2015,2554
3598,Demetria,Abbey,Female,United States,32,21/05/2015,3265
2169,Loreta,Curren,Female,France,26,21/05/2015,9654
3237,Kelsie,Wachtel,Female,France,27,16/08/2016,8642
760,Fallon,Winward,Female,Great Britain,28,16/08/2016,5486
828,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
2224,Libbie,Dalby,Female,France,42,21/05/2015,5489
4016,Shavonne,Pia,Female,France,24,21/05/2015,1546
1990,Chase,Karner,Male,United States,37,15/10/2017,2154
2842,Dorcas,Darity,Female,United States,37,21/05/2015,8765
1894,Willodean,Harn,Female,United States,39,16/08/2016,3567
1611,Arcelia,Bouska,Female,Great Britain,39,21/05/2015,1258
2720,Teresa,Strawn,Female,France,46,21/05/2015,3569
202,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
713,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
4228,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
409,Vincenza,Weiland,Female,United States,40,21/05/2015,6548
3334,Judie,Claywell,Female,France,35,16/08/2016,7569
2205,Nereida,Magwood,Female,United States,58,16/08/2016,2468
1836,Nena,Hacker,Female,United States,29,15/10/2017,8563
1094,Willodean,Harn,Female,United States,39,16/08/2016,3567
3870,Teresa,Strawn,Female,France,46,21/05/2015,3569
761,Arcelia,Bouska,Female,Great Britain,39,21/05/2015,1258
1731,Veta,Muntz,Female,Great Britain,37,15/10/2017,4569
4208,Earlean,Melgar,Female,United States,27,16/08/2016,2456
3444,Willodean,Harn,Female,United States,39,16/08/2016,3567
3566,Shavonne,Pia,Female,France,24,21/05/2015,1546
4866,Shavonne,Pia,Female,France,24,21/05/2015,1546
576,Marvel,Hail,Female,Great Britain,28,16/08/2016,5555
1582,Stasia,Becker,Female,Great Britain,34,16/08/2016,7521
3958,Earlean,Melgar,Female,United States,27,16/08/2016,2456
133,Jona,Grindle,Female,Great Britain,26,21/05/2015,6458
1051,Dulce,Abril,Female,United States,32,15/10/2017,1562
2198,Demetria,Abbey,Female,United States,32,21/05/2015,3265
1825,Lester,Prothro,Male,France,21,15/10/2017,6574
3762,Franklyn,Unknow,Male,France,38,15/10/2017,2579
947,Felisa,Cail,Female,United States,28,16/08/2016,6525
4236,Nena,Hacker,Female,United States,29,15/10/2017,8563
1369,Loreta,Curren,Female,France,26,21/05/2015,9654
1716,Shavonne,Pia,Female,France,24,21/05/2015,1546
1632,Stasia,Becker,Female,Great Britain,34,16/08/2016,7521
1680,Carla,Trumbull,Female,Great Britain,28,21/05/2015,3264
1157,Etta,Hurn,Female,Great Britain,56,15/10/2017,3598
4156,Gaston,Brumm,Male,United States,24,21/05/2015,2554
3705,Nereida,Magwood,Female,United States,58,16/08/2016,2468
4370,Teresa,Strawn,Female,France,46,21/05/2015,3569
3257,Etta,Hurn,Female,Great Britain,56,15/10/2017,3598
2612,Franklyn,Unknow,Male,France,38,15/10/2017,2579
2230,Carla,Trumbull,Female,Great Britain,28,21/05/2015,3264
1845,Weston,Martina,Male,United States,26,21/05/2015,6540
4863,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
4855,Nereida,Magwood,Female,United States,58,16/08/2016,2468
3970,Teresa,Strawn,Female,France,46,21/05/2015,3569
266,Shavonne,Pia,Female,France,24,21/05/2015,1546
685,Dewitt,Borger,Male,United States,36,21/05/2015,8514
3841,Tommie,Underdahl,Male,United States,26,16/08/2016,3265
1049,Jeromy,Danz,Male,United States,39,15/10/2017,3265
2420,Teresa,Strawn,Female,France,46,21/05/2015,3569
1144,Willodean,Harn,Female,United States,39,16/08/2016,3567
2119,Loreta,Curren,Female,France,26,21/05/2015,9654
112,Franklyn,Unknow,Male,France,38,15/10/2017,2579
2581,Veta,Muntz,Female,Great Britain,37,15/10/2017,4569
3527,Angelyn,Vong,Female,United States,29,21/05/2015,6125
1136,Nena,Hacker,Female,United States,29,15/10/2017,8563
3280,Carla,Trumbull,Female,Great Britain,28,21/05/2015,3264
1735,Dewitt,Borger,Male,United States,36,21/05/2015,8514
1546,Roma,Lafollette,Female,United States,34,15/10/2017,2654
2517,Shavon,Benito,Female,France,39,15/10/2017,3579
4111,Arcelia,Bouska,Female,Great Britain,39,21/05/2015,1258
2788,Sau,Pfau,Female,United States,25,21/05/2015,9536
4535,Dewitt,Borger,Male,United States,36,21/05/2015,8514
193,Angel,Sanor,Male,France,24,15/10/2017,3259
1449,Jeromy,Danz,Male,United States,39,15/10/2017,3265
2813,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
337,Kelsie,Wachtel,Female,France,27,16/08/2016,8642
3244,Willodean,Harn,Female,United States,39,16/08/2016,3567
3608,Earlean,Melgar,Female,United States,27,16/08/2016,2456
37,Kelsie,Wachtel,Female,France,27,16/08/2016,8642
1130,Carla,Trumbull,Female,Great Britain,28,21/05/2015,3264
551,Dulce,Abril,Female,United States,32,15/10/2017,1562
1616,Shavonne,Pia,Female,France,24,21/05/2015,1546
1909,Vincenza,Weiland,Female,United States,40,21/05/2015,6548
914,Marcel,Zabriskie,Male,Great Britain,26,21/05/2015,2587
3413,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
1647,Felisa,Cail,Female,United States,28,16/08/2016,6525
4270,Teresa,Strawn,Female,France,46,21/05/2015,3569
2577,Angelyn,Vong,Female,United States,29,21/05/2015,6125
205,Nereida,Magwood,Female,United States,58,16/08/2016,2468
2355,Nereida,Magwood,Female,United States,58,16/08/2016,2468
2709,Vincenza,Weiland,Female,United States,40,21/05/2015,6548
2697,Felisa,Cail,Female,United States,28,16/08/2016,6525
1855,Nereida,Magwood,Female,United States,58,16/08/2016,2468
2051,Dulce,Abril,Female,United States,32,15/10/2017,1562
1605,Nereida,Magwood,Female,United States,58,16/08/2016,2468
844,Willodean,Harn,Female,United States,39,16/08/2016,3567
2780,Carla,Trumbull,Female,Great Britain,28,21/05/2015,3264
2893,Angel,Sanor,Male,France,24,15/10/2017,3259
3005,Nereida,Magwood,Female,United States,58,16/08/2016,2468
1726,Marvel,Hail,Female,Great Britain,28,16/08/2016,5555
419,Loreta,Curren,Female,France,26,21/05/2015,9654
4121,Belinda,Partain,Female,United States,37,15/10/2017,2564
2397,Felisa,Cail,Female,United States,28,16/08/2016,6525
2372,Holly,Eudy,Female,United States,52,16/08/2016,8561
295,Weston,Martina,Male,United States,26,21/05/2015,6540
1516,Shavonne,Pia,Female,France,24,21/05/2015,1546
3201,Dulce,Abril,Female,United States,32,15/10/2017,1562
1981,Veta,Muntz,Female,Great Britain,37,15/10/2017,4569
952,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
3764,Marcel,Zabriskie,Male,Great Britain,26,21/05/2015,2587
771,Belinda,Partain,Female,United States,37,15/10/2017,2564
841,Tommie,Underdahl,Male,United States,26,16/08/2016,3265
152,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
2484,Judie,Claywell,Female,France,35,16/08/2016,7569
4452,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
4206,Gaston,Brumm,Male,United States,24,21/05/2015,2554
4444,Willodean,Harn,Female,United States,39,16/08/2016,3567
3801,Dulce,Abril,Female,United States,32,15/10/2017,1562
2637,Kelsie,Wachtel,Female,France,27,16/08/2016,8642
15,Kina,Hazelton,Female,Great Britain,31,16/08/2016,3259
981,Veta,Muntz,Female,Great Britain,37,15/10/2017,4569
3480,Carla,Trumbull,Female,Great Britain,28,21/05/2015,3264
340,Chase,Karner,Male,United States,37,15/10/2017,2154
4020,Teresa,Strawn,Female,France,46,21/05/2015,3569
4344,Willodean,Harn,Female,United States,39,16/08/2016,3567
2888,Sau,Pfau,Female,United States,25,21/05/2015,9536
539,Shanice,Mccrystal,Female,United States,36,21/05/2015,2567
4503,Philip,Gent,Male,France,36,21/05/2015,2587
1493,Angel,Sanor,Male,France,24,15/10/2017,3259
1691,Tommie,Underdahl,Male,United States,26,16/08/2016,3265
4297,Felisa,Cail,Female,United States,28,16/08/2016,6525
1418,Lauralee,Perrine,Female,Great Britain,28,16/08/2016,6597
1853,Philip,Gent,Male,France,36,21/05/2015,2587
2229,Garth,Gangi,Male,United States,41,16/08/2016,3256
3144,Willodean,Harn,Female,United States,39,16/08/2016,3567
755,Nereida,Magwood,Female,United States,58,16/08/2016,2468
3072,Holly,Eudy,Female,United States,52,16/08/2016,8561
235,Dewitt,Borger,Male,United States,36,21/05/2015,8514
4868,Lauralee,Perrine,Female,Great Britain,28,16/08/2016,6597
4737,Kelsie,Wachtel,Female,France,27,16/08/2016,8642
291,Tommie,Underdahl,Male,United States,26,16/08/2016,3265
4846,Roma,Lafollette,Female,United States,34,15/10/2017,2654
3023,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
2531,Veta,Muntz,Female,Great Britain,37,15/10/2017,4569
2831,Veta,Muntz,Female,Great Britain,37,15/10/2017,4569
4862,Franklyn,Unknow,Male,France,38,15/10/2017,2579
4762,Franklyn,Unknow,Male,France,38,15/10/2017,2579
2130,Carla,Trumbull,Female,Great Britain,28,21/05/2015,3264
4702,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
4633,Jona,Grindle,Female,Great Britain,26,21/05/2015,6458
1524,Libbie,Dalby,Female,France,42,21/05/2015,5489
545,Weston,Martina,Male,United States,26,21/05/2015,6540
1350,Rasheeda,Alkire,Female,United States,29,16/08/2016,6125
1571,Belinda,Partain,Female,United States,37,15/10/2017,2564
499,Jeromy,Danz,Male,United States,39,15/10/2017,3265
353,Philip,Gent,Male,France,36,21/05/2015,2587
4587,Kelsie,Wachtel,Female,France,27,16/08/2016,8642
4825,Lester,Prothro,Male,France,21,15/10/2017,6574
2631,Veta,Muntz,Female,Great Britain,37,15/10/2017,4569
3417,Shavon,Benito,Female,France,39,15/10/2017,3579
2932,Stasia,Becker,Female,Great Britain,34,16/08/2016,7521
1568,Lauralee,Perrine,Female,Great Britain,28,16/08/2016,6597
3962,Franklyn,Unknow,Male,France,38,15/10/2017,2579
4394,Willodean,Harn,Female,United States,39,16/08/2016,3567
4985,Dewitt,Borger,Male,United States,36,21/05/2015,8514
670,Teresa,Strawn,Female,France,46,21/05/2015,3569
3558,Earlean,Melgar,Female,United States,27,16/08/2016,2456
4397,Felisa,Cail,Female,United States,28,16/08/2016,6525
3743,Angel,Sanor,Male,France,24,15/10/2017,3259
3140,Chase,Karner,Male,United States,37,15/10/2017,2154
3968,Lauralee,Perrine,Female,Great Britain,28,16/08/2016,6597
4676,Marvel,Hail,Female,Great Britain,28,16/08/2016,5555
2552,Mara,Hashimoto,Female,Great Britain,25,16/08/2016,1582
3986,Nena,Hacker,Female,United States,29,15/10/2017,8563
584,Judie,Claywell,Female,France,35,16/08/2016,7569
296,Roma,Lafollette,Female,United States,34,15/10/2017,2654
485,Dewitt,Borger,Male,United States,36,21/05/2015,8514
241,Tommie,Underdahl,Male,United States,26,16/08/2016,3265
2112,Franklyn,Unknow,Male,France,38,15/10/2017,2579
3611,Arcelia,Bouska,Female,Great Britain,39,21/05/2015,1258
3294,Willodean,Harn,Female,United States,39,16/08/2016,3567
4051,Dulce,Abril,Female,United States,32,15/10/2017,1562
1117,Shavon,Benito,Female,France,39,15/10/2017,3579
3729,Garth,Gangi,Male,United States,41,16/08/2016,3256
4740,Chase,Karner,Male,United States,37,15/10/2017,2154
414,Marcel,Zabriskie,Male,Great Britain,26,21/05/2015,2587
3644,Willodean,Harn,Female,United States,39,16/08/2016,3567
1856,Gaston,Brumm,Male,United States,24,21/05/2015,2554
2174,Libbie,Dalby,Female,France,42,21/05/2015,5489
1295,Weston,Martina,Male,United States,26,21/05/2015,6540
1808,Earlean,Melgar,Female,United States,27,16/08/2016,2456
1898,Demetria,Abbey,Female,United States,32,21/05/2015,3265
1078,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
3782,Stasia,Becker,Female,Great Britain,34,16/08/2016,7521
869,Loreta,Curren,Female,France,26,21/05/2015,9654
3905,Nereida,Magwood,Female,United States,58,16/08/2016,2468
17,Shavon,Benito,Female,France,39,15/10/2017,3579
3526,Marvel,Hail,Female,Great Britain,28,16/08/2016,5555
1600,Rasheeda,Alkire,Female,United States,29,16/08/2016,6125
280,Carla,Trumbull,Female,Great Britain,28,21/05/2015,3264
2655,Nereida,Magwood,Female,United States,58,16/08/2016,2468
3044,Willodean,Harn,Female,United States,39,16/08/2016,3567
772,Holly,Eudy,Female,United States,52,16/08/2016,8561
2374,Libbie,Dalby,Female,France,42,21/05/2015,5489
2996,Roma,Lafollette,Female,United States,34,15/10/2017,2654
4300,Rasheeda,Alkire,Female,United States,29,16/08/2016,6125
4308,Earlean,Melgar,Female,United States,27,16/08/2016,2456
4738,Sau,Pfau,Female,United States,25,21/05/2015,9536
332,Stasia,Becker,Female,Great Britain,34,16/08/2016,7521
1428,Francesca,Beaudreau,Female,France,23,15/10/2017,5412
3329,Garth,Gangi,Male,United States,41,16/08/2016,3256
818,Lauralee,Perrine,Female,Great Britain,28,16/08/2016,6597
873,Many,Cuccia,Female,Great Britain,46,21/05/2015,5489
2689,Shanice,Mccrystal,Female,United States,36,21/05/2015,2567
1377,Angelyn,Vong,Female,United States,29,21/05/2015,6125
1747,Felisa,Cail,Female,United States,28,16/08/2016,6525
1236,Nena,Hacker,Female,United States,29,15/10/2017,8563
4416,Shavonne,Pia,Female,France,24,21/05/2015,1546
4886,Nena,Hacker,Female,United States,29,15/10/2017,8563
200,Rasheeda,Alkire,Female,United States,29,16/08/2016,6125
2299,Jeromy,Danz,Male,United States,39,15/10/2017,3265
2769,Loreta,Curren,Female,France,26,21/05/2015,9654
2770,Teresa,Strawn,Female,France,46,21/05/2015,3569
909,Vincenza,Weiland,Female,United States,40,21/05/2015,6548
1657,Etta,Hurn,Female,Great Britain,56,15/10/2017,3598
4963,Sherron,Ascencio,Female,Great Britain,32,16/08/2016,3256
2472,Holly,Eudy,Female,United States,52,16/08/2016,8561
1574,Libbie,Dalby,Female,France,42,21/05/2015,5489
1548,Demetria,Abbey,Female,United States,32,21/05/2015,3265
1653,Philip,Gent,Male,France,36,21/05/2015,2587
4726,Marvel,Hail,Female,Great Britain,28,16/08/2016,5555
3508,Earlean,Melgar,Female,United States,27,16/08/2016,2456
1067,Shavon,Benito,Female,France,39,15/10/2017,3579
575,Lester,Prothro,Male,France,21,15/10/2017,6574
4640,Chase,Karner,Male,United States,37,15/10/2017,2154
2131,Veta,Muntz,Female,Great Britain,37,15/10/2017,4569
3725,Lester,Prothro,Male,France,21,15/10/2017,6574
4396,Roma,Lafollette,Female,United States,34,15/10/2017,2654
2396,Roma,Lafollette,Female,United States,34,15/10/2017,2654
804,Kathleen,Hanner,Female,United States,25,15/10/2017,3549
2345,Weston,Martina,Male,United States,26,21/05/2015,6540
1375,Lester,Prothro,Male,France,21,15/10/2017,6574
1024,Libbie,Dalby,Female,France,42,21/05/2015,5489
2729,Garth,Gangi,Male,United States,41,16/08/2016,3256
482,Stasia,Becker,Female,Great Britain,34,16/08/2016,7521
